ID,target
1,0.491184380275
3,0.470727906623
6,0.26483099202
9,0.128790182059
10,0.418554220265
11,0.0750287598275
12,0.0784548834813
13,0.0549266487488
15,0.136516898546
17,0.0682682412091
18,0.793659896459
19,0.0774445505307
27,0.312453238146
29,0.0645684756901
33,0.725368423
34,0.0553157184094
39,0.19897481612
41,0.215523804723
44,0.0801070797008
45,0.478649775265
47,0.35055314517
48,0.060086227241
49,0.253224021782
53,0.113142818407
56,0.154851686116
57,0.252484293333
59,0.0427194504658
61,0.18124867823
64,0.0533383806084
68,0.156137091362
72,0.595542807667
73,0.23150125745
81,0.0381347239766
82,0.377199238745
85,0.0285661021467
87,0.184521856006
88,0.148564747501
92,0.0731450120715
95,0.0249703056263
96,0.109607313294
97,0.144857551478
99,0.309188027455
103,0.409466095731
104,0.101819461336
105,0.341448446681
106,0.17141818915
111,0.18920503186
112,0.463298142125
114,0.128433630692
117,0.111435796201
118,0.141481728907
119,0.0800780198399
120,0.195714165537
121,0.100868068202
123,0.258514026921
127,0.107943125515
129,0.148343636046
130,0.0984850326138
132,0.111024456211
133,0.290815738805
134,0.0597788363533
135,0.211874415308
139,0.29563070816
141,0.0210889336439
142,0.124096160825
145,0.0803525513622
146,0.206204824247
147,0.406275597274
150,0.161415885072
152,0.214967323119
153,0.287356461496
158,0.196446039736
160,0.475687525034
163,0.556727705717
164,0.0676179606417
171,0.200710766156
172,0.3299511125
173,0.0236482442113
174,0.455022604835
175,0.054649145395
176,0.21804275728
177,0.69242985514
178,0.171617426574
179,0.200835197842
180,0.473654107216
181,0.449250917016
182,0.138359892305
185,0.542771486572
187,0.0446595887855
189,0.0714204076189
190,0.0850938505638
192,0.0806821801267
193,0.515908798627
200,0.264750965311
201,0.437567124188
202,0.436916885303
203,0.18357773193
204,0.119513582906
205,0.316121771305
206,0.247709858078
208,0.036300119766
209,0.315241371411
212,0.833196897484
214,0.0789936783629
216,0.457741901747
224,0.0799337774311
227,0.152664129442
228,0.668180541828
229,0.229417064113
230,0.515653472494
231,0.901158604854
232,0.0798781099053
233,0.426889004931
235,0.0929513515366
237,0.478782624866
240,0.122194772124
243,0.12656436927
244,0.835572289811
245,0.168827586314
246,0.376885764578
247,0.0789095909275
248,0.172173695203
250,0.18083253468
252,0.282899197142
254,0.157368790527
255,0.381051716396
257,0.0666522164913
267,0.0332418285097
268,0.583992696528
271,0.771071320384
274,0.158706284284
277,0.350840737992
280,0.0509037667433
281,0.340608029182
283,0.48395058134
284,0.722640397073
286,0.0965350804259
287,0.0724580175206
288,0.159341125394
290,0.0977659567668
291,0.202401813273
292,0.0808163416628
295,0.281106837905
301,0.156861055331
303,0.387589681767
304,0.298164745579
305,0.788326357382
308,0.0726431520346
313,0.118724912588
314,0.0283209817795
315,0.331590586825
317,0.19758216964
318,0.606335584771
319,0.552510385777
320,0.703473277527
323,0.089600865875
325,0.155985195876
327,0.291237071761
328,0.128134272907
329,0.120594936153
330,0.0444715867832
333,0.671328352341
334,0.309359558721
342,0.162851217311
343,0.280666867045
346,0.100062507942
347,0.0997971986488
348,0.291978966133
353,0.0761265335982
354,0.0775004073435
356,0.069481825526
358,0.330766762364
359,0.292086041483
360,0.306847235434
361,0.149596223677
365,0.11960229149
366,0.53162113798
367,0.135766253092
370,0.235146150007
371,0.16145012753
373,0.789332288854
375,0.495748906989
378,0.202608073058
379,0.437451047281
380,0.161781144988
383,0.590375644289
388,0.467599890892
389,0.30037574855
392,0.061554856653
395,0.23303016789
396,0.146661341304
397,0.681216010742
400,0.0290463212948
401,0.245889489367
402,0.536645424253
403,0.770581938567
405,0.105814443882
408,0.0947497966163
410,0.226083072546
414,0.102509101159
415,0.582428697959
416,0.37752648242
418,0.582646295496
422,0.0531816346335
424,0.264307674664
427,0.206718764575
428,0.163157960763
429,0.211189613232
430,0.858426179332
436,0.0385908265695
437,0.106704656149
438,0.0872710212599
440,0.474393921182
441,0.403863607966
443,0.38925197888
445,0.0466255543069
446,0.196546313849
447,0.371978190035
448,0.312351193098
451,0.675346369374
453,0.130385851777
454,0.133154464632
458,0.536222255388
460,0.0786122872876
461,0.0984605345713
463,0.0368314300694
465,0.662348166567
466,0.265884076966
469,0.237580366824
470,0.184563285027
474,0.25749204683
475,0.0966087974029
484,0.0444657580415
485,0.44277532981
486,0.404168819718
490,0.122875563123
493,0.052661770705
494,0.393354446318
497,0.202037876682
498,0.233748105519
501,0.0944066762412
503,0.47957854418
508,0.888155636638
510,0.243567985841
511,0.0163778611234
512,0.466618420966
513,0.185032611029
514,0.0612886662975
515,0.266492483322
517,0.183912477854
518,0.511617234102
519,0.153260190011
523,0.606484845991
525,0.163978297104
526,0.137632966231
530,0.14291961284
532,0.175291486617
537,0.174460034415
538,0.226098259636
539,0.334808998456
541,0.168864840587
542,0.213351407978
544,0.640067374071
545,0.375437614218
550,0.670793391534
551,0.110767780904
552,0.175863017163
553,0.113970458847
557,0.378299833026
558,0.333143926187
564,0.4483378836
567,0.0752440412781
568,0.0107863033987
571,0.123397697252
575,0.778080151372
577,0.0676810974161
578,0.442319871369
580,0.238065742315
586,0.514656899002
589,0.0706099299383
591,0.345796645752
592,0.490361184977
593,0.0447387670771
595,0.38741017837
596,0.237036180241
599,0.506275747726
608,0.0808961358936
610,0.636774106711
611,0.0276930572478
614,0.646340739668
616,0.391132030649
618,0.0493383434561
619,0.316613287821
620,0.0350826440162
621,0.0689305795698
622,0.066118087728
627,0.0398389539822
629,0.0933529351635
630,0.0942034045294
631,0.681717775517
632,0.205650551268
633,0.114347452242
634,0.201231463634
635,0.0925113840129
636,0.234041734801
637,0.0421094298479
638,0.164270572493
639,0.536861116763
641,0.397383751143
648,0.0402696714596
649,0.457617425219
654,0.48976259183
660,0.146006587657
662,0.85412654573
664,0.0256671453694
665,0.246395050001
669,0.109602602335
670,0.156689340262
671,0.489671620646
672,0.508073198209
675,0.447551795784
676,0.255138361513
677,0.15688723588
678,0.192517654678
680,0.181049325867
681,0.191069582506
683,0.152166363383
684,0.623790762928
696,0.142265077026
697,0.280809116243
698,0.900719162097
699,0.151901860569
700,0.122284799117
701,0.0467394748048
702,0.192586457508
703,0.405090579968
704,0.0550837634567
705,0.129893265092
707,0.518906436802
708,0.460817785746
712,0.0941804532061
713,0.255601480007
715,0.127686056969
717,0.134461148958
720,0.0830102185042
721,0.216203399486
722,0.102630139984
723,0.205622084603
728,0.262032235103
729,0.0896743359308
731,0.430495097099
733,0.0560070757877
735,0.338913401459
736,0.632088341738
737,0.0511832882058
739,0.262605619888
740,0.306029991097
742,0.0828860061003
743,0.0334474126454
745,0.0461123683053
747,0.0485503823103
749,0.0730015531407
750,0.374870401174
751,0.416109467854
753,0.197726061456
755,0.133094952578
757,0.199746802413
761,0.150586986029
763,0.474701853152
764,0.125340926668
766,0.016851004071
769,0.359929235337
770,0.0445218649224
771,0.877827205081
772,0.207423159132
774,0.103420752686
776,0.717412286601
777,0.0401988805152
780,0.281979717392
782,0.296580541305
783,0.179821554749
784,0.133134188226
785,0.090780814754
787,0.161117804572
788,0.105352943825
790,0.501386748365
792,0.59791453323
793,0.0380502559128
794,0.121276005349
797,0.324159874213
799,0.0481012418221
800,0.248262258566
802,0.109586007609
803,0.805003557293
806,0.0638449916476
807,0.0720329669288
809,0.74195950734
811,0.0701671733607
812,0.63705610793
813,0.896264314516
814,0.0659631931054
816,0.364135627005
821,0.449646811072
822,0.264680687675
825,0.0674408355947
827,0.378381105736
830,0.275706045598
832,0.606804431036
835,0.256296854259
837,0.0940341916199
841,0.293388778373
843,0.72139678513
844,0.0590335449849
845,0.818219823706
847,0.660783446133
849,0.0649984935008
851,0.198452493229
852,0.472358304412
854,0.952452196961
855,0.0718008647501
859,0.103091202927
860,0.287984530664
861,0.48441445701
862,0.0274246946419
863,0.0643880944038
864,0.584710070457
865,0.35412154995
866,0.234391430439
867,0.311583069727
868,0.63123168838
872,0.206570611938
873,0.599788165735
876,0.385113276869
880,0.201121404069
884,0.125594725137
885,0.738156984704
887,0.0220551217459
888,0.343691774252
889,0.462116272266
892,0.107857483911
893,0.029223771515
896,0.130122210934
898,0.467186404292
899,0.373195100926
900,0.0807542559913
901,0.608055348337
903,0.632796882925
904,0.732772168276
909,0.764638929441
912,0.413449517643
919,0.125441031437
920,0.24915728446
923,0.1702747122
926,0.100966392687
927,0.359319111415
929,0.135562117208
931,0.105606941191
933,0.50228101256
937,0.236988316336
938,0.339275239781
943,0.233863612122
947,0.27722287215
948,0.102769675267
949,0.16396522017
951,0.203976539273
952,0.237708946234
953,0.081508310006
954,0.372488579253
955,0.223893163085
957,0.28279707203
958,0.323005449466
959,0.0992548478976
961,0.0824766790934
962,0.369934132386
963,0.0162274751766
964,0.425229909234
968,0.728780932661
971,0.440459996624
972,0.315735747917
975,0.0937455174254
977,0.0140130916937
978,0.208988678199
979,0.107153206045
980,0.1399705109
981,0.210364694879
982,0.263190343257
984,0.247119157066
986,0.0743225840461
989,0.221424777065
992,0.518485701174
993,0.359464963612
997,0.719979012013
1000,0.427517193079
1001,0.825557536607
1003,0.145171761295
1004,0.210310927979
1006,0.132471684672
1008,0.196020242463
1012,0.780756147038
1019,0.360917415094
1020,0.894578059967
1023,0.154873873047
1024,0.191533454282
1025,0.0218117998733
1026,0.787522184061
1030,0.3378702021
1032,0.0705918406772
1034,0.865306142351
1037,0.126386833511
1041,0.847362515108
1042,0.218964240168
1044,0.130142754785
1045,0.177408986396
1048,0.178571266941
1050,0.133668533413
1054,0.326793297564
1055,0.117648884119
1057,0.372246835173
1058,0.230216620537
1059,0.339321478002
1061,0.163249009721
1062,0.0818893288705
1063,0.308235052762
1064,0.212716535506
1065,0.279904420905
1066,0.306868213867
1068,0.888721827704
1070,0.577857845876
1074,0.354674461636
1079,0.106191148948
1080,0.762085825519
1082,0.0842831674658
1089,0.481787088493
1092,0.251555969575
1093,0.104010401212
1096,0.0555202672153
1097,0.0907796415186
1098,0.145752223027
1099,0.42553665646
1100,0.304717898924
1102,0.579334650893
1104,0.274789755908
1105,0.0730728356434
1106,0.671704975518
1108,0.568842177244
1109,0.351547623653
1110,0.681256211267
1111,0.122127484529
1117,0.4765789096
1118,0.526761847208
1121,0.099879859841
1122,0.149409449074
1124,0.358345839559
1130,0.305068985553
1132,0.576289855265
1133,0.137910925316
1134,0.682668929549
1135,0.145700149613
1136,0.520669915816
1141,0.269803252424
1142,0.516993819307
1143,0.529534361616
1145,0.130904959415
1146,0.713944655421
1150,0.717054231255
1153,0.079946039831
1154,0.594028379914
1155,0.152614968941
